Rule,Entropy across targets,Length Following Antecedent,Majority Class
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Torbie')]",[0.71513439 1.387911  ],561,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'White')]",[0.67777392 1.20484552],99,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Cream Tabby')]",[0.78142567 1.27032077],89,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Orange Tabby/White')]",[0.89644497 1.48688713],158,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Blue Tabby')]",[0.75320497 1.32747656],386,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Tortie')]",[0.72908519 1.39682016],960,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Gray Tabby')]",[0.6562187  1.11519274],88,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Calico/White')]",[0.89466102 1.62744324],70,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Gray/White')]",[0.78763965 1.41157743],33,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Calico')]",[0.82006831 1.53605582],819,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Gray')]",[0.77002318 1.11482661],38,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Torbie/White')]",[0.57310639 1.29184641],118,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Cream Tabby/White')]",[0.71977206 1.4584498 ],38,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Blue Tabby/White')]",[0.84400046 1.36184824],147,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Lilac Point')]",[0.27711336 0.50673526],32,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'White/Brown Tabby')]",[0.8457586  1.44023937],86,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Flame Point')]",[0.50626084 1.0282091 ],35,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Lynx Point')]",[0.75953144 1.28491175],122,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Gray Tabby/White')]",[0.5723485  1.27519305],36,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Black Tabby')]",[0.29230897 0.71819138],44,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Tortie/White')]",[0.66109101 1.160398  ],49,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Female'), ('Color', 'Tortie Point')]",[0.96094553 1.47507187],31,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Seal Point')]",[0.83270737 1.08243295],151,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Black/White')]",[0.73293831 1.11264252],1527,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Brown Tabby')]",[0.67152063 1.13712096],2795,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Blue/White')]",[0.67993591 1.01613411],429,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Blue')]",[0.76180697 1.1805806 ],654,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Black')]",[0.6463825  1.11252345],320,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Orange Tabby')]",[0.68999837 1.1778745 ],601,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Black')]",[0.71960008 1.12693833],2067,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Blue')]",[0.74463436 1.05532001],124,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Brown Tabby/White')]",[0.67353769 1.14327016],1435,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Torbie')]",[0.61244608 1.12204201],1286,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White')]",[0.84025791 1.06827463],141,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Cream Tabby')]",[0.61131034 1.14049606],211,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Orange Tabby/White')]",[0.63229929 1.09650029],381,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Blue Tabby')]",[0.58887179 1.09549034],728,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Tortie')]",[0.73072318 1.14409977],1756,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Gray Tabby')]",[0.84078121 1.07160459],69,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Calico/White')]",[0.29971688 0.82411226],117,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Calico')]",[0.73794056 1.16128442],1742,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Silver Tabby')]",[0.39603309 0.90434499],37,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Torbie/White')]",[0.42812371 0.92022763],241,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Cream Tabby/White')]",[0.77181717 1.10547795],107,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Gray')]",[1.23642567 1.3904242 ],37,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Blue Tabby/White')]",[0.56156437 0.95745914],360,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Lilac Point')]",[0.67761989 1.06336987],46,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Brown Tabby')]",[0.69851983 1.06425833],179,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Black Smoke')]",[0.32265969 0.84677231],58,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Seal Point/White')]",[0.62770526 0.92761733],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Flame Point')]",[0.74524999 1.10080524],76,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Lynx Point')]",[0.62324099 1.1070593 ],301,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Gray Tabby/White')]",[0.71672702 1.14357537],37,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Calico Point')]",[0.94742286 1.22213952],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Black Tabby')]",[0.67878561 1.08155962],48,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Orange Tabby')]",[0.23921709 0.76086063],31,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Tortie/White')]",[0.54238419 0.94337139],97,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Tortie Point')]",[0.74907662 0.98806721],117,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'White/Blue Tabby')]",[0.50730357 1.02445383],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Color', 'Blue Cream')]",[0.80090279 1.07351219],57,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Seal Point')]",[0.9687606  1.24004611],193,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Black/White')]",[0.79727733 1.1585405 ],2026,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Brown Tabby')]",[0.730449   1.12904537],3060,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Blue/White')]",[0.77990919 1.13169129],603,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Blue')]",[0.78060146 1.19363633],754,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Black')]",[0.84568893 1.24662021],357,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Orange Tabby')]",[0.7634644  1.15630868],2187,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Black')]",[0.76774029 1.15128228],2729,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Blue')]",[0.76003483 1.20374708],119,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Brown Tabby/White')]",[0.76742157 1.10862438],1721,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White')]",[0.97642385 1.1822091 ],154,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Cream Tabby')]",[0.68559547 1.1505044 ],542,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Orange Tabby/White')]",[0.76324958 1.06059747],1172,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Blue Tabby')]",[0.68540878 1.15443103],832,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Gray Tabby')]",[0.65650582 0.78529098],80,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Silver Tabby')]",[0.92695001 1.22507375],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Cream Tabby/White')]",[0.74746439 1.04262392],267,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Gray')]",[1.04928664 1.19963604],52,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Blue Tabby/White')]",[0.5638632 1.0507691],442,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Lilac Point')]",[0.52752837 1.06427804],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Brown Tabby')]",[0.69704304 1.02946819],247,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Black Smoke')]",[0.53125893 1.04436574],89,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Seal Point/White')]",[0.62676628 0.92139222],31,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Flame Point')]",[0.77909261 1.07692709],207,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Lynx Point')]",[0.70639689 1.09877099],242,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Gray Tabby/White')]",[0.78705105 0.80833331],60,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Black Tabby')]",[0.59750486 1.18385634],54,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Orange Tabby')]",[0.63207453 1.06713266],128,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Orange')]",[1.04556408 1.2565543 ],47,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Orange/White')]",[1.04982207 1.35292041],65,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Black/Black')]",[0.85942124 1.0101643 ],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Orange')]",[0.96934064 1.0916207 ],52,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Lynx Point/White')]",[0.87244125 0.92250885],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Blue Tabby')]",[0.6475695  1.17487213],47,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'White/Cream Tabby')]",[0.83183171 1.07836351],33,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Color', 'Blue Point')]",[0.90139133 1.15387236],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Seal Point')]",[0.94138023 1.56078959],68,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Black/White')]",[0.88251678 1.48505697],837,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Brown Tabby')]",[0.68653017 1.30763506],1401,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Blue/White')]",[0.7070361 1.3012176],240,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Blue')]",[0.77231831 1.31575169],388,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'White/Black')]",[0.87528317 1.3429007 ],172,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Orange Tabby')]",[0.76666831 1.3616355 ],1031,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Black')]",[0.76661569 1.30187339],1320,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'White/Blue')]",[0.7160346  1.45924046],54,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Brown Tabby/White')]",[0.85005575 1.47107299],719,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'White')]",[0.47555366 0.91156066],104,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Cream Tabby')]",[0.74008891 1.33625642],262,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Orange Tabby/White')]",[0.88571694 1.53814767],427,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Blue Tabby')]",[0.70861321 1.28337627],387,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Gray Tabby')]",[0.67211471 1.08281547],95,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Gray/White')]",[0.9566163  1.37197725],31,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Gray')]",[1.22459564 1.47587315],32,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Cream Tabby/White')]",[0.64286812 1.33927139],70,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Blue Tabby/White')]",[0.81347108 1.35300378],126,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Lilac Point')]",[0.36250102 0.71589592],33,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'White/Brown Tabby')]",[0.74272358 1.26025011],86,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Flame Point')]",[0.91965507 1.45279769],66,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Lynx Point')]",[0.93513941 1.36356541],115,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Gray Tabby/White')]",[0.62046969 1.4449026 ],39,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Black Tabby')]",[0.8774592  1.16174096],53,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'White/Orange Tabby')]",[1.05679621 1.50768595],40,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Orange')]",[0.84930473 1.21158943],72,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Intact Male'), ('Color', 'Orange/White')]",[0.85029202 1.2379461 ],58,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Black/White')]",[0.54127993 1.4565483 ],439,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Brown Tabby')]",[0.51532834 1.26135657],755,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Blue/White')]",[0.32251882 1.1646695 ],89,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Blue')]",[0.56725891 1.41979175],145,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'White/Black')]",[0.51274514 1.38993076],79,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Orange Tabby')]",[0.49588177 1.25644115],356,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Black')]",[0.57774553 1.42280067],744,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Brown Tabby/White')]",[0.48256301 1.36401077],306,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Torbie')]",[0.68997812 1.43466619],57,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'White')]",[0.52915714 0.73517369],79,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Cream Tabby')]",[0.42094835 1.16613197],61,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Orange Tabby/White')]",[0.36750323 1.27066564],107,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Blue Tabby')]",[0.36281924 1.17314009],167,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Tortie')]",[0.15693611 0.94254517],82,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Gray Tabby')]",[0.74526802 1.26153826],94,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Calico')]",[0.36318015 0.8812014 ],93,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Gray')]",[0.97412406 1.12511029],49,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Blue Tabby/White')]",[0.57564555 1.46603482],58,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'White/Brown Tabby')]",[0.38721238 1.25554223],46,['Transfer' 'Partner']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Unknown'), ('Color', 'Lynx Point')]",[0.40450994 1.24779843],33,['Transfer' 'Partner']
